ISO3 code,Economy,year,AG.LND.AGRI.ZS,AG.LND.FRLS.HA,AG.LND.FRST.ZS,AG.LND.PFLS.HA,AG.PRD.FOOD.XD,AG.SRF.TOTL.K2,CC.EST,EG.CFT.ACCS.ZS,EG.EGY.PRIM.PP.KD,EG.ELC.ACCS.RU.ZS,EG.ELC.ACCS.ZS,EG.ELC.COAL.ZS,EG.ELC.RNEW.ZS,EG.FEC.RNEW.ZS,EG.IMP.CONS.ZS,EG.USE.COMM.FO.ZS,EG.USE.PCAP.KG.OE,EN.ATM.PM25.MC.M3,EN.CLC.CDDY.XD,EN.CLC.CSTP.ZS,EN.CLC.HDDY.XD,EN.CLC.HEAT.XD,EN.CLC.SPEI.XD,EN.GHG.ALL.LU.MT.CE.AR5,EN.GHG.ALL.MT.CE.AR5,EN.GHG.ALL.PC.CE.AR5,EN.GHG.CH4.AG.MT.CE.AR5,EN.GHG.CH4.BU.MT.CE.AR5,EN.GHG.CH4.FE.MT.CE.AR5,EN.GHG.CH4.IC.MT.CE.AR5,EN.GHG.CH4.IP.MT.CE.AR5,EN.GHG.CH4.MT.CE.AR5,EN.GHG.CH4.PI.MT.CE.AR5,EN.GHG.CH4.TR.MT.CE.AR5,EN.GHG.CH4.WA.MT.CE.AR5,EN.GHG.CH4.ZG.AR5,EN.GHG.CO2.AG.MT.CE.AR5,EN.GHG.CO2.BU.MT.CE.AR5,EN.GHG.CO2.FE.MT.CE.AR5,EN.GHG.CO2.IC.MT.CE.AR5,EN.GHG.CO2.IP.MT.CE.AR5,EN.GHG.CO2.LU.DF.MT.CE.AR5,EN.GHG.CO2.LU.FL.MT.CE.AR5,EN.GHG.CO2.LU.MT.CE.AR5,EN.GHG.CO2.LU.OL.MT.CE.AR5,EN.GHG.CO2.LU.OS.MT.CE.AR5,EN.GHG.CO2.MT.CE.AR5,EN.GHG.CO2.PC.CE.AR5,EN.GHG.CO2.PI.MT.CE.AR5,EN.GHG.CO2.RT.GDP.KD,EN.GHG.CO2.RT.GDP.PP.KD,EN.GHG.CO2.TR.MT.CE.AR5,EN.GHG.CO2.WA.MT.CE.AR5,EN.GHG.CO2.ZG.AR5,EN.GHG.FGAS.IP.MT.CE.AR5,EN.GHG.N2O.AG.MT.CE.AR5,EN.GHG.N2O.BU.MT.CE.AR5,EN.GHG.N2O.FE.MT.CE.AR5,EN.GHG.N2O.IC.MT.CE.AR5,EN.GHG.N2O.IP.MT.CE.AR5,EN.GHG.N2O.MT.CE.AR5,EN.GHG.N2O.PI.MT.CE.AR5,EN.GHG.N2O.TR.MT.CE.AR5,EN.GHG.N2O.WA.MT.CE.AR5,EN.GHG.N2O.ZG.AR5,EN.GHG.TOT.ZG.AR5,EN.H2O.BDYS.ZS,EN.LND.LTMP.DC,EN.MAM.THRD.NO,EN.POP.DNST,ER.H2O.FWST.ZS,ER.H2O.FWTL.ZS,ER.PTD.TOTL.ZS,FP.CPI.TOTL.ZG,GB.XPD.RSDV.GD.ZS,GE.EST,HD.HCI.OVRL,IP.JRN.ARTC.SC,IP.PAT.RESD,IT.NET.USER.ZS,NV.AGR.TOTL.ZS,NW.DOW.PC,NW.DOW.TO,NW.HCA.FEMA.PC,NW.HCA.FEMA.TO,NW.HCA.MALE.PC,NW.HCA.MALE.TO,NW.HCA.PC,NW.HCA.TO,NW.NCA.AGRI.PC,NW.NCA.AGRI.TO,NW.NCA.FISH.PC,NW.NCA.FISH.TO,NW.NCA.FSTC.PC,NW.NCA.FSTC.TO,NW.NCA.FSTP.PC,NW.NCA.FSTP.TO,NW.NCA.FSTW.PC,NW.NCA.FSTW.TO,NW.NCA.FTIM.PC,NW.NCA.FTIM.TO,NW.NCA.HYDR.PC,NW.NCA.HYDR.TO,NW.NCA.MANG.PC,NW.NCA.MANG.TO,NW.NCA.MBAU.PC,NW.NCA.MBAU.TO,NW.NCA.MCOB.PC,NW.NCA.MCOB.TO,NW.NCA.MCOP.PC,NW.NCA.MCOP.TO,NW.NCA.MGOL.PC,NW.NCA.MGOL.TO,NW.NCA.MINR.PC,NW.NCA.MINR.TO,NW.NCA.MIRO.PC,NW.NCA.MIRO.TO,NW.NCA.MLEA.PC,NW.NCA.MLEA.TO,NW.NCA.MLIT.PC,NW.NCA.MLIT.TO,NW.NCA.MMOL.PC,NW.NCA.MMOL.TO,NW.NCA.MNIC.PC,NW.NCA.MNIC.TO,NW.NCA.MPHO.PC,NW.NCA.MPHO.TO,NW.NCA.MSIL.PC,NW.NCA.MSIL.TO,NW.NCA.MTIN.PC,NW.NCA.MTIN.TO,NW.NCA.MZIN.PC,NW.NCA.MZIN.TO,NW.NCA.SACO.PC,NW.NCA.SACO.TO,NW.NCA.SAGA.PC,NW.NCA.SAGA.TO,NW.NCA.SAOI.PC,NW.NCA.SAOI.TO,NW.NCA.SSOI.PC,NW.NCA.SSOI.TO,NW.NCA.TOTL.PC,NW.NCA.TOTL.TO,NW.NFA.PC,NW.NFA.TO,NW.NFL.PC,NW.NFL.TO,NW.PCA.PC,NW.PCA.TO,NW.TOW.PC,NW.TOW.TO,NY.ADJ.DFOR.GN.ZS,NY.ADJ.DRES.GN.ZS,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.CD,PV.EST,RL.EST,RQ.EST,SD.ESR.PERF.XQ,SE.ADT.LITR.ZS,SE.ENR.PRSC.FM.ZS,SE.PRM.CMPT.ZS,SE.PRM.ENRR,SE.XPD.TOTL.GB.ZS,SG.GEN.PARL.ZS,SH.DTH.COMM.ZS,SH.DYN.MORT,SH.H2O.SMDW.ZS,SH.MED.BEDS.ZS,SH.STA.OWAD.ZS,SH.STA.SMSS.ZS,SI.DST.FRST.20,SI.POV.DDAY,SI.POV.GINI,SI.POV.NAHC,SI.POV.UMIC,SI.SPR.PGAP,SL.EMP.WORK.FE.ZS,SL.EMP.WORK.ZS,SL.TLF.0714.ZS,SL.TLF.ACTI.ZS,SL.TLF.CACT.FM.ZS,SL.UEM.NEET.FE.ME.ZS,SL.UEM.NEET.ME.ZS,SL.UEM.TOTL.ZS,SM.POP.NETM,SN.ITK.DEFC.ZS,SP.DYN.LE00.IN,SP.DYN.TFRT.IN,SP.POP.65UP.TO.ZS,SP.POP.GROW,SP.POP.TOTL,SP.UWT.TFRT,VA.EST
PHL,Philippines,1987,36.9588,,,,50.31,300000.0,,,,,,,,,,,,,4937.47,,7.02,3.45,-2.1446,,83.9228,1.443,27.2608,2.665,4.3734,0.0188,0.0023,39.4404,0.0119,0.0841,5.0241,,0.7182,3.1398,2.1431,7.0832,3.1141,,,,,,37.0019,0.6362,9.8808,0.4035,,10.8553,0.0675,,,5.6395,0.3341,0.0475,0.0312,0.6014,7.275,0.0291,0.1355,0.4567,,,,,,195.0481,,,,4.0698,,,,,76.0,,21.0794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5213,37791488666.0743,4.3618,649.8129,,,,,,0.9987,84.4749,102.8755,,,,66.6,,,,,,,,,,,,,,,,,,,-68149.0,,63.299,4.509,2.7798,2.635,58157496.0,,
PHL,Philippines,1988,37.0929,,,,50.64,300000.0,,,,,,,,,,,,,4989.57,,4.32,4.09,0.2543,,86.8362,1.4536,28.2059,2.6765,4.5032,0.0205,0.0015,40.7105,0.0121,0.0921,5.1988,,0.6917,3.2928,2.3791,7.9291,3.1257,,,,,,38.5498,0.6453,9.7208,0.3939,,11.3397,0.0708,,,5.6964,0.3358,0.0485,0.0336,0.6237,7.3933,0.028,0.1414,0.486,,,,,,200.3523,,,,13.8601,,,,,86.0,,20.1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.7676,43152128958.6116,6.6969,722.3437,,,,,,1.0085,84.3165,104.6569,,,,63.2,,,,,6.5,41.0,40.7,,87.1,9.3,,,,,,,,,-147523.0,,63.711,4.449,2.7913,2.6831,59739052.0,,
PHL,Philippines,1989,37.2271,,,,53.22,300000.0,,,,,,,,,,,,,4710.68,,5.72,1.31,0.4237,,89.337,1.4582,28.9948,2.6848,4.4946,0.0184,0.0023,41.6925,0.0132,0.105,5.3793,,0.7082,3.7424,2.6151,7.4565,2.926,,,,,,39.9291,0.6517,10.4169,0.3843,,11.9897,0.0742,,,5.7969,0.3373,0.0496,0.0308,0.6223,7.535,0.0298,0.152,0.5164,,,,,,205.4709,,,,12.243,,,,,71.0,,19.8651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.6453,48513773720.673,6.1839,791.8643,,,,,,1.0081,86.1059,106.0241,,,,59.6,,,,,,,,,,,,,,,,,,,-235884.0,,64.105,4.365,2.8049,2.5227,61265260.0,,
PHL,Philippines,1990,37.3612,,26.0885,,58.0,300000.0,,,,,,7.3461,45.4248,49.5,41.8727,46.4035,424.0308,33.3956,4869.48,,2.07,2.02,-0.2997,,92.0111,1.4639,28.5038,2.6718,4.5335,0.0331,0.0028,41.4149,0.0126,0.1062,5.551,,0.7335,3.2587,1.5684,9.3481,4.7514,,,,,,42.7042,0.6794,9.2053,0.3987,0.1508,13.761,0.0777,,0.1605,5.9057,0.3343,0.0481,0.0506,0.6612,7.7316,0.0288,0.1656,0.5373,,,,,,210.8014,,,,12.1774,,,,,147.0,0.0,19.1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4622,50508286641.5746,3.0827,803.5726,,,,,93.57,0.9977,87.3137,106.4663,,,,56.0,,1.3919,13.76,,,,,,,,,,,62.544,62.4043,,,,-63296.0,,64.382,4.322,2.8157,2.5612,62854666.0,,
PHL,Philippines,1991,37.4183,,25.931,,57.99,300000.0,,,,,,7.5714,42.5085,51.3,42.4677,45.7871,430.6206,33.1897,4813.8,,3.16,2.53,-1.8111,,91.503,1.4212,28.6117,2.6003,4.2334,0.0324,0.0022,41.2209,0.0087,0.1128,5.6195,-0.4684,0.6809,3.2217,1.4606,7.2081,5.5928,,,,,,42.8933,0.6662,11.6375,0.4022,0.1522,13.0123,0.0795,0.4428,0.2398,5.3352,0.3254,0.0442,0.0483,0.6565,7.149,0.0269,0.1617,0.5508,-7.5353,-0.5522,,,,215.9246,,,,19.2615,,,,,147.0,,18.3385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1732,51784144942.727,-0.4364,804.3233,,,,,,,,105.011,,,,52.7,,1.2745,14.38,,5.9,40.6,43.8,34.4,85.4,9.2,50.0452,50.8961,,62.625,62.4714,,,3.729,-413300.0,,64.622,4.273,2.8262,2.4013,64382249.0,,
PHL,Philippines,1992,37.2774,,25.7736,,57.89,300000.0,,,,,,6.9231,39.196,47.7,47.7274,49.3374,444.4186,32.9807,4793.0,,4.19,1.43,-2.199,,94.4127,1.4321,27.4093,2.5303,4.1576,0.0326,0.0012,39.9326,0.0092,0.105,5.6874,-3.5791,0.7363,3.644,1.685,7.5736,5.6479,,,,,,46.6136,0.7071,12.1587,0.4353,0.1647,15.087,0.0813,9.1546,0.3096,5.6461,0.3176,0.041,0.049,0.7219,7.5569,0.0279,0.1874,0.5659,-2.2596,2.6101,,,,221.1025,,,,8.651,,,,,133.0,,19.1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1232,60422328242.1803,0.4176,916.5157,,,,,,,,103.305,,,,49.8,,1.3701,15.01,,,,,,,,49.9557,50.7469,,62.681,62.5194,,,3.844,-50338.0,,65.353,4.161,2.8356,2.3697,65926125.0,,
PHL,Philippines,1993,37.1097,,25.6161,,59.84,300000.0,,,,49.3467,65.4,7.5812,40.2461,44.1,45.7229,53.1911,410.8271,32.7725,4794.49,,5.09,3.03,-0.866,,99.0877,1.4673,28.2778,2.4604,3.8282,0.0356,0.0015,40.4477,0.0085,0.1169,5.7189,-2.3354,0.7781,3.9728,1.6844,9.2268,6.1509,,,,,,50.3182,0.7451,11.3138,0.4598,0.174,17.1083,0.0831,17.8296,0.3461,6.0105,0.3097,0.0374,0.054,0.7412,7.9757,0.0273,0.2063,0.5892,3.1572,7.691,,,,226.4836,,,,6.7163,,,,,178.0,,18.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.046,62036529147.1831,2.1819,918.643,,,,,,,,102.1622,,,,47.3,,1.0711,15.65,,,,,,,,49.8579,50.6041,,62.689,62.5253,,,3.863,-298337.0,,65.661,4.098,2.8447,2.4046,67530621.0,30.2,
PHL,Philippines,1994,36.942,,25.4586,,62.38,300000.0,,,,51.1707,68.0186,4.4256,39.9947,43.1,49.701,53.9544,446.1761,32.5691,4799.9,,2.16,1.47,-1.1111,,104.929,1.5203,30.4272,2.39,3.4195,0.0362,0.0011,42.1896,0.0115,0.14,5.764,1.8706,0.7184,4.1485,1.7113,8.5427,7.2138,,,,,,54.2294,0.7857,13.8139,0.4748,0.1796,17.9958,0.0849,26.9884,0.3908,6.1038,0.3016,0.0339,0.0544,0.7789,8.1192,0.0318,0.2114,0.6032,5.0132,14.0395,,,,231.4763,,,,10.3865,,,,,181.0,0.0058,19.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0612,73159336915.2718,4.3737,1059.9839,,,,,93.92,,,100.196,,,,45.1,,,16.28,,5.9,38.8,42.9,40.6,84.7,8.9,49.7673,50.4771,,62.646,62.4773,,,3.765,-326539.0,,66.0,4.079,2.858,2.1805,69019291.0,,
PHL,Philippines,1995,36.942,,25.3011,,62.1,300000.0,,,,52.9143,69.1331,6.2854,36.857,37.8,55.4102,57.4332,459.48,32.3743,4728.65,,5.27,1.72,0.6524,,116.8375,1.6562,31.2648,2.3211,3.0514,0.0407,0.0015,42.7335,0.0138,0.1591,5.8811,3.1839,0.6642,4.7866,1.9066,11.643,8.6138,,,,,,65.3468,0.9263,16.3727,0.5469,0.2069,21.2732,0.0868,53.022,0.426,6.1854,0.2943,0.0305,0.0622,0.8669,8.3312,0.0375,0.2255,0.629,7.7552,26.982,,,,236.5974,,,,6.832,,,,,169.0,0.0286,18.9251,23812.1164,1649000201704.54,7097.042,491473479285.727,8851.64,612980211261.793,15910.2539,1101792528181.29,5308.64,367625807867.438,149.1291,10327260831.2262,128.2393,8880634750.9852,61.2185,4239410589.0023,97.436,6747488537.7988,229.3838,15884934557.6012,120.9016,8372495122.7611,196.9587,13639478982.5786,0.0,0.0,0.0115,797812.1651,12.5697,870458759.2719,412.9842,28599350020.3971,452.972,31368521847.1535,,,0.0,0.0,0.0,0.0,0.0,0.0,25.9148,1794609193.847,0.0425,2946382.3322,1.4492,100359679.1401,0.0,0.0,,,54.8708,3799826312.6306,82.9152,5741914059.2635,6.9672,482478934.0497,538.1502,37267150791.3652,6255.1288,433170594703.45,724.7878,50191893871.1222,2141.9605,148331769455.924,912.2575,63174257820.9538,21667.2009,1500463804355.31,0.0,0.1474,84644328727.4825,4.6252,1199.8417,,,,,,,,99.3185,15.243,,,43.1,,,16.92,,,,,,,,49.6717,50.3373,,62.596,62.4236,,,3.683,-280327.0,,66.311,4.067,2.8717,2.1882,70546246.0,,
PHL,Philippines,1996,37.2439,,25.1436,,66.91,300000.0,-0.3589,,,54.6597,70.245,13.2264,36.9521,35.8,55.9442,58.5545,463.3959,32.2016,4657.32,,8.01,0.96,0.1782,,122.7994,1.7011,33.0931,2.2441,2.9869,0.0409,0.0027,44.5428,0.0141,0.174,5.987,7.5526,0.8966,5.1373,2.1674,10.9498,7.0135,,,,,,68.6946,0.9516,18.346,0.5431,0.2054,24.0955,0.0886,60.8615,0.4431,6.8764,0.2841,0.0314,0.0621,0.9131,9.1189,0.0456,0.261,0.6451,17.9432,33.4615,,,,242.111,,,,7.4761,,-0.3133,,264.21,163.0,0.0559,18.0136,23954.0154,1699416878041.28,7170.3193,508698081181.507,8962.6477,635854764965.533,16095.2601,1141877725631.36,5224.1838,370629559346.185,142.5995,10116718201.7712,124.3973,8825360590.0444,59.3844,4213023977.0358,94.5168,6705491340.7693,221.2975,15699945715.1415,133.1081,9443348909.0723,191.528,13587949585.5188,0.0,0.0,0.0112,797812.1651,8.1026,574837159.1737,393.8085,27938729998.1973,428.6445,30410169294.8046,,,0.0,0.0,0.0,0.0,0.0,0.0,25.2958,1794609193.847,0.0409,2901826.0781,1.3855,98293305.3434,0.0,0.0,,,53.3535,3785165907.6425,90.9695,6453831561.397,6.1491,436249780.9545,434.4198,30819902607.828,6182.3001,438603092129.969,848.2929,60182116103.4422,2285.3804,162136240056.862,949.7141,67377440132.449,21775.0436,1544829791563.21,0.0,0.0505,94648084429.0341,5.8603,1311.0925,-0.4812,0.0745,0.0156,,,,,102.6391,17.5666,,,41.4,,,17.55,,,,,,,,49.6374,50.2461,,62.519,62.3502,,,3.613,-128251.0,,66.691,4.004,2.8876,2.3036,72190242.0,,0.2577
PHL,Philippines,1997,38.0152,,24.9862,,67.03,300000.0,,,,56.4083,71.3534,18.5014,33.4347,33.4,57.995,59.8529,477.4952,32.049,4661.33,,5.75,0.52,-1.8758,,132.061,1.7868,33.5048,2.168,3.0031,0.0445,0.0006,44.9975,0.0162,0.1766,6.0835,8.6505,1.1104,5.6997,2.1262,12.9003,8.4072,,,,,,76.8658,1.04,21.781,0.5777,0.2185,24.7506,0.0904,79.9959,0.4507,7.4626,0.2763,0.0318,0.0681,0.9292,9.747,0.0557,0.2655,0.6578,26.067,43.5272,,,,247.8747,,,,5.5903,,,,298.25,125.0,0.137,16.4491,24104.9498,1752883912020.32,7243.8179,526762011007.204,9069.3009,659509011679.558,16275.8596,1183561582246.66,5202.3084,378305813103.09,134.9871,9816106542.6415,120.6027,8770086429.1037,57.5729,4186637365.0693,91.6337,6663494143.7398,213.3554,15514956872.6817,111.4675,8105786858.0854,186.1474,13536420188.4589,0.0,0.0,0.011,797812.1651,7.7979,567057015.5695,373.5592,27164794074.7537,407.4116,29626498147.1975,,,0.0,0.0,0.0,0.0,0.0,0.0,24.6787,1794609193.847,0.0393,2860054.5899,1.3254,96379996.2723,0.0,0.0,,,51.858,3771055992.1697,88.0643,6403930801.9017,5.9131,429991685.994,414.9059,30171476025.0246,6077.7255,441965129249.329,720.575,52399375080.3053,2119.3045,154113358887.876,995.4356,72386917622.0895,22004.3756,1600132600802.55,0.0,0.146,94106317565.0846,5.1864,1273.276,,,,,,,,103.2846,15.1701,11.0599,,40.0,,,18.18,,5.4,30.7,46.0,36.8,78.0,7.7,49.5261,50.1269,,62.458,62.2962,,,3.598,-145334.0,,66.994,3.943,2.9085,2.3527,73908810.0,,
PHL,Philippines,1998,37.8475,,24.8287,,61.6,300000.0,-0.382,,,54.2251,71.3,22.5695,33.609,32.8,55.4763,57.5211,482.9248,31.8972,5204.45,,1.15,6.45,-1.3676,,126.3912,1.6676,29.7428,2.0914,3.0836,0.043,0.0002,41.2843,0.0155,0.1777,6.13,-0.3153,0.7169,6.0761,2.2249,11.6561,7.0161,,,,,,75.5809,0.9972,22.3404,0.571,0.216,25.4582,0.0923,76.987,0.4702,6.7062,0.2653,0.0325,0.0657,0.9412,9.0557,0.06,0.3125,0.6723,17.1258,37.3652,,,,254.1873,,,,9.2349,,-0.0369,,302.08,163.0,1.1,14.7467,24142.6585,1798432938532.38,7344.2155,547084699704.245,9188.4418,684464653170.331,16494.5121,1228707840061.59,5056.0795,376637062303.678,128.1085,9543049469.4814,116.99,8714812268.163,55.8484,4160250753.1028,88.8888,6621496946.7103,205.7937,15329968030.222,91.7581,6835236933.9014,181.0249,13484890791.3991,0.0,0.0,0.0107,797812.1651,7.5299,560918785.3883,353.6247,26342182935.9992,386.5678,28796176359.5166,,,0.0,0.0,0.0,0.0,0.0,0.0,24.0913,1794609193.847,0.0378,2818283.1017,1.2733,94849349.0154,0.0,0.0,,,58.147,4331483291.9426,60.2893,4491068354.5804,5.7642,429386063.9011,395.6907,29475761666.218,5860.5507,436563662130.639,743.9536,55418530803.6302,2081.0346,155020257453.373,1022.5854,76174344298.6395,22124.1377,1648069448337.72,0.0,0.0664,74492416329.9142,-0.5141,982.8659,-0.2571,0.0273,0.241,,,1.024,80.3587,102.7653,18.181,12.4424,,38.8,,,18.81,,,,,,,,49.27,49.9036,,62.534,62.3581,,,3.698,178274.0,,67.212,3.884,2.9327,2.5148,75791024.0,24.6,0.4197
PHL,Philippines,1999,37.6798,,24.6712,,67.82,300000.0,,,,56.1771,71.8742,26.9912,44.4922,33.6,51.9068,54.7459,483.1148,31.7269,4674.77,,3.58,0.27,2.2119,,131.0924,1.686,35.2781,2.0156,3.1298,0.0433,0.0001,46.9225,0.0119,0.1776,6.2662,13.2986,0.9645,6.6294,2.4214,11.2534,7.3248,,,,,,73.993,0.9516,20.1447,0.5409,0.2046,25.1605,0.0941,73.2687,0.5678,7.2853,0.2567,0.0334,0.0658,0.8683,9.6091,0.0591,0.3407,0.6997,24.2835,42.4745,,,,260.7682,,,,5.939,,,,281.43,144.0,1.43,15.1944,24347.9094,1856505301639.96,7447.6154,567873701715.302,9325.105,711030527611.67,16734.4519,1275986291746.51,4917.6776,374968311504.267,121.9315,9297166349.6223,113.5691,8659538107.2222,54.2153,4133864141.1364,86.2896,6579499749.6808,198.6251,15144979187.7622,138.1038,10530285605.8163,176.1774,13433361394.3392,0.0,0.0,0.0105,797812.1651,7.2812,555184718.5112,334.6111,25513779446.6227,366.7016,27960650081.6683,,,0.0,0.0,0.0,0.0,0.0,0.0,23.5361,1794609193.847,0.0368,2807144.0382,1.2259,93471766.4842,0.0,0.0,,,56.6049,4316069585.5124,62.1722,4740572152.0571,6.0364,460272790.6415,376.9927,28745340620.4796,5831.6358,444656773933.183,851.3387,64913781461.3064,2106.1463,160591685843.543,1040.8509,79363904535.6806,22459.6871,1712530115608.2,0.0,0.054,85640171045.1254,3.3465,1101.4352,,,,,,1.0287,81.9651,103.6145,,12.4424,,37.8,,,19.43,,,,,,,,48.8235,49.6053,,62.512,62.3367,,,3.749,-18323.0,,67.503,3.825,2.9597,2.5561,77753257.0,,
PHL,Philippines,2000,37.6765,,24.5137,,70.04,300000.0,-0.5276,37.4,4.68,61.8,74.7,36.7918,42.9483,33.9,51.7101,54.6827,487.4028,31.519,4761.62,,2.68,0.84,1.7668,173.1302,132.7752,1.6675,36.2225,1.9378,3.2373,0.0419,0.0001,47.9805,0.0104,0.1716,6.359,15.8532,0.985,6.4797,2.8054,9.186,7.0593,40.355,-105.1114,40.355,0.0,0.0,74.2644,0.9327,22.405,0.5201,0.1967,25.2438,0.1004,73.9042,0.8314,7.4647,0.2443,0.0348,0.0628,0.8358,9.6989,0.0728,0.2717,0.7119,25.4449,44.3035,,27.8117,,267.047,,,,3.9771,,-0.2041,,345.72,154.0,1.9822,13.9411,24440.6262,1905347785284.23,7529.6917,587001386983.253,9442.3362,736107754136.206,16934.1571,1320156798954.75,4809.4341,374934936502.21,117.6103,9168693391.4913,110.3702,8604263946.2815,52.6882,4107477529.1699,83.8591,6537502552.6513,191.8975,14959990345.3025,135.6071,10571690578.791,171.6533,13381784373.0676,0.0,0.0,0.0102,797812.1651,7.0655,550814702.7854,317.5875,24758559143.4661,348.8979,27199463909.7145,,,0.0,0.0,0.0,0.0,0.0,0.0,23.0201,1794609193.847,0.0328,2555122.7259,1.1818,92127934.7251,0.0,0.0,,,55.1366,4298352515.0574,59.7423,4657404219.5649,7.4837,583415949.5412,360.6462,28115333703.2444,5699.8114,444347167148.146,722.9333,56358591741.4736,1876.3301,146275357847.925,1070.2039,83431194544.407,22639.6729,1764948666619.12,0.0,0.1177,83669788376.9213,4.3825,1050.7927,-1.3905,-0.3885,0.0245,,92.6,,,104.0528,15.2068,11.2613,35.7683,36.9,41.7281,1.01,20.03,47.0975,5.1,25.9,47.7,33.0,73.4,7.0,50.7991,50.7231,,62.463,62.2934,,,3.767,-33868.0,,67.789,3.754,2.9885,2.3793,79625397.0,,0.2324
PHL,Philippines,2001,37.5088,35165.0425,24.3563,1655.0641,72.74,300000.0,,38.6,4.32,63.4,75.7,39.9341,37.3487,32.9,55.5738,56.2623,454.0331,31.2923,4875.49,,3.97,1.79,0.9291,178.2355,131.6205,1.6169,37.0961,1.8606,3.2849,0.0422,0.0001,48.9884,0.0117,0.1659,6.5269,18.2869,0.9325,6.5201,2.4007,8.6818,4.7045,48.9589,-2.3439,46.615,0.0,1.6897,71.6919,0.8807,23.1797,0.4872,0.1843,25.1703,0.1023,67.8802,1.0834,7.6199,0.2337,0.0344,0.0631,0.8197,9.8567,0.0732,0.2749,0.7379,27.4859,43.0485,,27.8123,,273.0036,,,,5.3455,,,,304.03,135.0,2.524,13.3028,24438.1419,1945913586397.75,7588.646,604254178122.858,9526.6346,758568629422.92,17077.6978,1359830236292.47,4687.7375,373266185603.284,113.535,9040349901.1571,107.3642,8548990962.5138,51.2532,4081091479.1587,81.5751,6495506250.0356,185.5548,14775001502.8427,120.0188,9556626832.8502,167.4107,13330254976.0078,0.0,0.0,0.01,797812.1651,6.8689,546944333.9444,299.7669,23869262959.7356,359.4834,28624252677.9951,,,0.0,0.0,0.0,0.0,0.0,0.0,51.6724,4114469859.0637,0.0245,1950828.5295,1.1407,90826884.5567,0.0,0.0,,,60.4016,4809539976.3376,58.4909,4657404219.5649,7.3269,583415949.5412,389.8839,31044925523.0936,5519.8549,439524440800.169,686.7078,54679856090.7873,1745.3662,138976678917.401,1094.1338,87121589998.984,22736.0092,1810379426189.92,0.0,0.0248,78921234457.5487,3.0492,969.5306,,,,,,1.0303,95.3392,103.3057,13.9159,17.757,,36.1,41.8381,1.0,20.64,47.4835,,,,,,,48.3186,49.0466,13.2564,62.446,62.2755,,,3.698,-247496.0,18.5,67.829,3.719,3.0209,2.206,81401488.0,,
